acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,doit,reference,art,geog,buyer
17919,F,NJ,7733,77,3,3,15,12,27,1,1,0,0,0,0,0,0,0
17920,M,RI,2864,28,57,11,123,264,387,11,3,1,4,0,1,2,0,0
17921,M,NJ,8723,87,41,5,69,121,190,6,0,2,2,1,0,0,1,0
17922,F,MA,1887,18,15,15,15,79,94,1,0,0,0,0,0,1,0,0
17923,M,NJ,8805,88,13,7,25,284,309,2,1,0,1,0,0,0,0,0
17924,F,MD,20782,207,15,15,15,183,198,1,1,0,0,0,0,0,0,0
17925,F,NJ,7010,70,19,3,52,58,110,4,0,0,1,0,0,1,2,1
17926,M,MA,2660,26,37,11,103,290,393,9,2,1,2,0,2,1,1,0
17927,F,PA,15228,152,15,15,15,137,152,1,0,0,1,0,0,0,0,0
17928,F,NY,10573,105,11,11,15,234,249,1,0,0,0,0,0,0,1,0
17929,F,MA,2186,21,5,5,15,144,159,1,1,0,0,0,0,0,0,0
17930,F,NJ,7024,70,23,7,93,73,166,8,3,0,3,0,0,1,1,0
17931,M,NY,12303,123,79,33,142,210,352,12,3,0,4,1,0,1,3,0
17932,F,PA,18938,189,9,9,15,189,204,1,0,0,1,0,0,0,0,0
17933,F,CT,6870,68,27,27,15,233,248,1,1,0,0,0,0,0,0,0
17934,F,MA,1880,18,11,7,27,127,154,2,1,0,0,0,1,0,0,0
17935,F,CT,6883,68,15,15,15,49,64,1,0,0,0,0,1,0,0,0
17936,F,NY,11753,117,41,7,108,234,342,10,3,0,4,1,0,0,2,0
17937,F,NY,10918,109,5,5,15,6,21,1,0,0,0,0,0,1,0,0
17938,M,NJ,7874,78,19,13,26,133,159,2,1,0,0,1,0,0,0,0
17939,F,NJ,7981,79,23,15,25,180,205,2,1,0,1,0,0,0,0,0
17940,M,NY,11218,112,63,11,113,312,425,10,2,0,3,1,2,1,1,0
17941,F,NY,11050,110,19,11,25,237,262,2,1,0,1,0,0,0,0,0
17942,F,DE,19810,198,23,23,15,69,84,1,0,0,0,1,0,0,0,0
17943,F,MA,1824,18,1,1,15,287,302,1,0,0,1,0,0,0,0,1
17944,F,PA,17745,177,29,23,26,152,178,2,1,0,0,1,0,0,0,0
17945,F,NY,10014,100,3,3,15,168,183,1,0,1,0,0,0,0,0,0
17946,F,PA,19403,194,15,15,15,43,58,1,0,0,1,0,0,0,0,0
17947,F,MA,2767,27,13,13,15,124,139,1,0,0,0,0,0,0,1,0
17948,F,MA,1970,19,15,11,28,284,312,2,0,0,0,0,0,2,0,0
17949,M,MA,1007,10,13,3,44,303,347,4,1,0,1,2,0,0,0,0
17950,F,MD,21157,211,23,15,28,53,81,2,0,0,0,0,0,2,0,0
17951,F,NJ,7424,74,35,7,49,213,262,5,4,0,1,0,0,0,0,0
17952,F,NJ,7869,78,29,5,90,258,348,8,2,0,3,1,0,0,2,0
17953,M,NJ,7078,70,33,13,49,176,225,4,0,1,1,1,0,1,0,0
17954,F,NY,10001,100,39,9,96,318,414,9,2,1,3,2,0,0,1,0
17955,M,DC,20010,200,55,25,136,287,423,12,2,1,2,1,2,1,3,1
17956,M,NY,10528,105,35,9,74,257,331,7,3,1,0,2,1,0,0,0
17957,M,NJ,7876,78,53,7,126,68,194,12,5,2,3,1,0,1,0,0
17958,M,NY,11558,115,33,1,67,204,271,6,1,0,1,3,1,0,0,0
17959,F,MD,21093,210,35,9,122,293,415,11,1,3,6,1,0,0,0,0
17960,F,NY,11501,115,29,29,15,113,128,1,1,0,0,0,0,0,0,0
17961,M,NY,11218,112,15,11,29,220,249,2,1,0,0,0,0,0,1,1
17962,M,ME,4553,45,29,9,95,250,345,9,2,1,4,0,1,1,0,0
17963,F,PA,19087,190,35,11,134,331,465,12,2,4,2,1,1,1,1,0
17964,F,NY,11003,110,23,3,77,139,216,7,3,0,1,2,0,0,1,0
17965,M,NY,11746,117,35,19,58,164,222,5,2,0,1,1,0,0,1,0
17966,F,NY,11001,110,57,1,135,233,368,11,2,0,0,1,3,0,5,1
17967,F,DE,19971,199,59,9,104,144,248,9,3,0,2,1,0,0,3,1
17968,F,ME,4037,40,37,15,102,83,185,9,3,0,2,1,0,2,1,0
17969,F,NY,10473,104,15,11,26,222,248,2,0,0,1,1,0,0,0,0
17970,F,PA,19079,190,17,13,27,199,226,2,0,0,0,1,1,0,0,0
17971,F,NJ,7661,76,41,15,62,120,182,5,2,0,0,0,1,1,1,0
17972,F,CT,6820,68,3,1,28,194,222,2,1,0,0,0,0,1,0,1
17973,F,CT,6405,64,37,11,82,217,299,7,1,2,1,0,1,0,2,0
17974,F,MD,21085,210,7,7,15,123,138,1,0,1,0,0,0,0,0,0
17975,F,NY,14865,148,27,23,23,303,326,2,2,0,0,0,0,0,0,0
17976,F,NJ,7058,70,23,17,29,176,205,2,0,0,0,1,0,0,1,0
17977,F,NY,10021,100,57,7,139,305,444,11,0,1,3,0,1,2,4,0
17978,F,NJ,7016,70,15,15,15,126,141,1,0,0,1,0,0,0,0,0
17979,M,NY,11412,114,25,25,15,230,245,1,0,0,0,1,0,0,0,1
17980,F,NY,10950,109,75,25,151,269,420,12,0,1,4,1,0,0,6,0
17981,F,NY,11940,119,67,13,134,143,277,11,1,1,1,1,2,0,5,0
17982,F,NY,11963,119,13,7,29,14,43,2,1,0,0,0,0,0,1,0
17983,F,PA,15208,152,7,7,15,20,35,1,1,0,0,0,0,0,0,0
17984,F,NY,10530,105,19,15,26,209,235,2,0,1,0,1,0,0,0,0
17985,M,MD,21210,212,17,9,28,240,268,2,1,0,0,0,0,1,0,1
17986,M,NY,11001,110,13,7,28,108,136,2,1,0,0,0,0,1,0,0
17987,F,NJ,7652,76,35,35,15,43,58,1,0,0,0,0,1,0,0,0
17988,F,MD,21122,211,7,1,23,265,288,2,2,0,0,0,0,0,0,0
17989,M,NJ,7088,70,45,9,72,214,286,7,1,3,2,1,0,0,0,1
17990,F,PA,19462,194,21,13,28,145,173,2,0,0,1,0,0,1,0,0
17991,F,PA,15146,151,11,11,15,252,267,1,1,0,0,0,0,0,0,0
17992,F,NJ,8840,88,59,15,139,58,197,12,3,2,1,0,2,1,3,0
17993,F,DC,20007,200,3,3,15,91,106,1,0,1,0,0,0,0,0,0
17994,F,PA,17033,170,11,11,15,128,143,1,0,0,0,0,0,1,0,0
17995,F,NJ,8733,87,11,9,25,199,224,2,0,0,2,0,0,0,0,0
17996,F,PA,19050,190,15,9,29,121,150,2,0,0,1,0,0,0,1,0
17997,F,PA,19152,191,37,29,28,165,193,2,0,1,0,0,0,1,0,0
17998,M,NY,10918,109,1,1,15,144,159,1,0,0,0,0,1,0,0,0
17999,F,NJ,8873,88,15,11,28,144,172,2,0,0,1,0,0,1,0,0
18000,F,NY,11753,117,19,11,29,233,262,2,0,0,0,0,0,0,2,0
18001,F,MA,1945,19,23,13,34,133,167,3,0,1,1,0,1,0,0,0
18002,F,PA,15122,151,7,1,29,166,195,2,0,0,1,0,0,0,1,0
18003,F,NY,10469,104,55,7,86,328,414,8,1,2,2,2,1,0,0,0
18004,M,MA,2132,21,71,23,132,75,207,12,3,0,5,2,0,2,0,0
18005,F,PA,15601,156,13,11,25,206,231,2,0,0,2,0,0,0,0,0
18006,M,PA,19608,196,17,9,27,188,215,2,0,0,0,0,2,0,0,0
18007,M,NJ,7047,70,37,11,109,107,216,10,4,1,2,2,1,0,0,0
18008,M,NY,11788,117,35,23,39,283,322,3,0,0,1,0,0,0,2,0
18009,F,VT,5254,52,23,15,29,44,73,2,0,0,1,0,0,0,1,0
18010,F,MA,1259,12,15,13,29,259,288,2,0,0,0,0,0,0,2,0
18011,M,PA,19341,193,59,23,128,309,437,11,2,1,1,3,0,1,3,0
18012,F,MD,20838,208,23,11,55,128,183,5,2,0,2,0,1,0,0,0
18013,F,NJ,7012,70,7,7,15,146,161,1,0,0,0,1,0,0,0,0
18014,F,MA,1602,16,23,15,25,125,150,2,0,0,2,0,0,0,0,0
18015,F,NY,12414,124,53,31,78,137,215,7,1,2,1,1,1,1,0,0
18016,M,PA,19046,190,21,17,28,168,196,2,0,0,1,0,0,1,0,0
18017,M,MA,2062,20,37,15,70,114,184,6,1,0,1,2,1,0,1,0
18018,F,NY,11024,110,17,15,29,203,232,2,0,0,0,0,0,1,1,0
18019,F,PA,19006,190,11,9,28,108,136,2,0,0,0,0,1,1,0,1
18020,M,NY,10023,100,33,13,89,164,253,8,2,0,3,1,0,1,1,0
18021,F,NY,12866,128,87,33,107,194,301,10,4,1,4,0,0,0,1,0
18022,F,NY,11514,115,1,1,15,182,197,1,0,0,0,0,1,0,0,0
18023,F,NY,11968,119,11,11,15,146,161,1,1,0,0,0,0,0,0,0
18024,M,PA,19020,190,23,23,15,130,145,1,0,0,1,0,0,0,0,0
18025,F,NY,11367,113,15,15,15,60,75,1,0,0,1,0,0,0,0,0
18026,F,NH,3865,38,59,31,60,192,252,5,2,1,0,0,0,0,2,0
18027,F,MD,21044,210,15,15,15,88,103,1,0,0,0,0,0,0,1,0
18028,F,NY,14051,140,51,3,95,243,338,9,2,1,4,1,0,0,1,0
18029,F,PA,17020,170,33,23,55,162,217,5,1,1,1,0,0,2,0,0
18030,F,NJ,8759,87,15,11,24,45,69,2,1,1,0,0,0,0,0,0
18031,F,MD,21207,212,5,5,15,273,288,1,0,0,0,0,0,1,0,1
18032,F,NY,11768,117,15,15,15,254,269,1,1,0,0,0,0,0,0,0
18033,F,PA,16510,165,41,11,100,120,220,9,3,1,1,0,2,2,0,0
18034,F,PA,18049,180,33,11,77,167,244,7,2,2,1,0,1,0,1,0
18035,M,NJ,8021,80,9,9,15,136,151,1,0,0,0,1,0,0,0,0
18036,F,NY,11364,113,55,11,91,210,301,8,2,1,1,2,0,1,1,0
18037,F,NY,12309,123,9,9,15,198,213,1,0,0,1,0,0,0,0,0
18038,F,PA,19139,191,17,15,25,9,34,2,0,1,1,0,0,0,0,0
18039,F,NJ,8360,83,57,15,155,122,277,12,0,1,1,1,2,0,7,1
18040,M,NY,11560,115,31,11,120,87,207,10,1,0,3,3,0,2,1,0
18041,F,NY,11239,112,39,1,89,22,111,7,0,0,1,1,1,2,2,1
18042,M,PA,19064,190,13,13,15,137,152,1,0,0,1,0,0,0,0,0
18043,M,NH,3102,31,23,17,29,79,108,2,0,0,0,0,1,0,1,0
18044,M,MD,21043,210,17,13,29,295,324,2,0,0,0,0,1,0,1,0
18045,F,NJ,7109,71,9,9,15,286,301,1,0,0,0,0,0,1,0,0
18046,M,PA,19460,194,11,11,15,144,159,1,0,0,0,0,0,1,0,1
18047,M,NY,10031,100,75,31,144,40,184,12,2,0,4,2,0,1,3,0
18048,F,MD,20747,207,19,1,37,83,120,3,2,0,0,0,0,0,1,0
18049,F,NY,10029,100,13,13,15,31,46,1,0,0,1,0,0,0,0,0
18050,M,PA,19320,193,17,11,29,140,169,2,0,0,0,1,0,0,1,0
18051,F,NJ,7066,70,55,9,84,229,313,8,2,1,3,0,2,0,0,0
18052,F,MA,2186,21,7,1,28,293,321,2,0,0,1,0,0,1,0,0
18053,M,MD,20715,207,31,19,45,129,174,4,0,1,2,1,0,0,0,0
18054,F,PA,19437,194,15,15,15,80,95,1,0,0,1,0,0,0,0,0
18055,M,NJ,7652,76,17,5,60,196,256,5,2,0,1,0,0,1,1,0
18056,F,CT,6443,64,13,7,23,45,68,2,2,0,0,0,0,0,0,0
18057,F,NY,11377,113,25,5,110,53,163,10,3,2,1,1,1,0,2,0
18058,M,NJ,7440,74,77,15,120,289,409,11,3,2,1,2,1,1,1,0
18059,M,NY,13491,134,77,13,129,250,379,11,2,2,0,1,0,3,3,0
18060,M,NJ,8831,88,13,13,15,215,230,1,0,0,1,0,0,0,0,0
18061,F,MA,1923,19,33,9,97,56,153,8,2,0,0,0,1,2,3,0
18062,F,NY,12074,120,37,31,28,202,230,2,0,0,0,0,0,1,1,0
18063,F,PA,19003,190,3,3,15,223,238,1,1,0,0,0,0,0,0,0
18064,F,NJ,7104,71,41,7,78,55,133,7,1,2,2,0,1,0,1,0
18065,M,NJ,7081,70,13,13,15,79,94,1,0,0,0,0,0,1,0,1
18066,M,MD,20747,207,5,5,15,216,231,1,0,0,1,0,0,0,0,0
18067,F,NJ,7746,77,33,33,15,22,37,1,0,0,0,0,0,0,1,0
18068,F,NJ,8085,80,21,21,15,77,92,1,1,0,0,0,0,0,0,0
18069,F,NY,11050,110,9,5,26,21,47,2,1,0,0,1,0,0,0,0
18070,F,NJ,8210,82,39,5,68,240,308,6,1,1,2,0,1,0,1,0
18071,M,NY,12303,123,43,15,55,107,162,5,1,0,2,2,0,0,0,0
18072,M,NJ,7656,76,45,25,63,69,132,5,0,1,1,1,0,1,1,0
18073,F,MD,20740,207,13,13,15,205,220,1,1,0,0,0,0,0,0,0
18074,F,MA,1760,17,17,9,24,87,111,2,1,1,0,0,0,0,0,0
18075,F,MD,21152,211,35,3,67,74,141,6,1,2,1,0,1,1,0,1
18076,F,NJ,8755,87,13,7,29,7,36,2,0,0,1,0,0,0,1,0
18077,F,PA,19111,191,39,33,29,175,204,2,0,0,0,1,0,0,1,0
18078,M,NH,3043,30,65,5,128,254,382,12,2,3,3,2,0,1,1,0
18079,M,MD,21085,210,13,9,24,239,263,2,1,1,0,0,0,0,0,0
18080,M,CT,6525,65,21,15,27,80,107,2,0,0,0,1,1,0,0,0
18081,F,NJ,8332,83,9,5,26,139,165,2,0,0,0,2,0,0,0,0
18082,M,NY,12208,122,17,9,25,272,297,2,0,1,1,0,0,0,0,0
18083,F,NY,11746,117,7,3,28,70,98,2,0,0,0,1,0,1,0,0
18084,M,NY,10304,103,1,1,15,289,304,1,0,0,0,0,0,0,1,1
18085,F,MA,2165,21,15,15,15,243,258,1,0,0,0,1,0,0,0,0
18086,M,PA,17110,171,15,13,25,227,252,2,1,0,1,0,0,0,0,0
18087,F,NJ,7030,70,11,11,15,72,87,1,0,0,0,1,0,0,0,0
18088,F,NY,11364,113,7,7,15,189,204,1,0,1,0,0,0,0,0,0
18089,F,NJ,8901,89,9,3,25,81,106,2,0,0,2,0,0,0,0,0
18090,M,MA,1867,18,11,7,24,156,180,2,1,1,0,0,0,0,0,0
18091,F,NY,10314,103,13,13,15,28,43,1,0,0,1,0,0,0,0,0
18092,F,PA,19475,194,21,15,25,243,268,2,1,0,1,0,0,0,0,1
18093,M,PA,19046,190,7,5,29,40,69,2,0,0,1,0,0,0,1,0
18094,F,MA,1960,19,31,31,15,74,89,1,0,0,0,1,0,0,0,0
18095,M,NY,11566,115,43,21,48,175,223,4,1,0,1,1,1,0,0,0
18096,F,MA,2653,26,19,15,26,118,144,2,0,0,0,2,0,0,0,0
18097,M,MA,1520,15,81,15,139,112,251,12,3,0,3,3,1,0,2,0
18098,F,NY,11566,115,59,9,136,269,405,12,6,0,1,1,1,1,2,0
18099,M,NY,10603,106,59,9,97,175,272,9,2,2,2,0,0,0,3,0
18100,F,NH,3063,30,11,11,15,299,314,1,1,0,0,0,0,0,0,0
18101,F,NY,11553,115,55,9,140,332,472,12,1,1,8,1,1,0,0,0
18102,F,NY,11378,113,25,25,15,78,93,1,1,0,0,0,0,0,0,0
18103,F,NY,14220,142,31,29,26,65,91,2,0,1,0,1,0,0,0,0
18104,M,NY,11422,114,3,1,28,265,293,2,0,0,1,0,0,1,0,1
18105,F,NY,11772,117,13,13,15,48,63,1,0,0,0,0,0,0,1,0
18106,F,NY,14221,142,9,9,15,299,314,1,0,0,0,0,0,1,0,0
18107,F,MA,2025,20,45,15,110,76,186,10,1,3,3,1,0,0,2,0
18108,F,NY,11783,117,1,1,15,248,263,1,0,0,0,0,0,1,0,1
18109,F,NJ,7722,77,3,3,15,147,162,1,1,0,0,0,0,0,0,0
18110,M,NY,11942,119,35,33,28,292,320,2,1,0,0,0,0,1,0,0
18111,F,NJ,8817,88,33,33,15,250,265,1,0,0,0,1,0,0,0,0
18112,F,NY,12553,125,21,21,15,160,175,1,0,1,0,0,0,0,0,0
18113,F,NJ,8831,88,7,7,15,163,178,1,0,0,1,0,0,0,0,0
18114,M,NY,11210,112,5,5,15,285,300,1,0,0,0,0,1,0,0,0
18115,F,MA,2146,21,9,9,15,265,280,1,1,0,0,0,0,0,0,0
18116,F,MD,21122,211,15,11,28,144,172,2,0,0,0,1,0,1,0,0
18117,M,NY,11804,118,9,9,15,93,108,1,0,1,0,0,0,0,0,0
18118,F,NY,10583,105,3,3,15,147,162,1,1,0,0,0,0,0,0,0
18119,F,NY,12534,125,21,17,23,24,47,2,2,0,0,0,0,0,0,0
18120,M,NY,12590,125,49,3,101,289,390,9,2,2,0,0,3,0,2,1
18121,F,NH,3833,38,51,19,132,158,290,11,1,0,4,1,1,1,3,0
18122,M,NY,12205,122,65,11,134,342,476,12,6,0,1,1,2,1,1,0
18123,F,NJ,8260,82,27,27,15,211,226,1,0,0,1,0,0,0,0,0
18124,F,NJ,7438,74,13,13,15,7,22,1,0,1,0,0,0,0,0,0
18125,M,MA,2131,21,53,11,93,37,130,8,2,0,1,1,0,1,3,0
18126,M,PA,16421,164,13,13,15,283,298,1,0,1,0,0,0,0,0,0
18127,M,NJ,8512,85,9,9,15,137,152,1,0,0,0,0,0,1,0,0
18128,F,NJ,8701,87,3,3,15,275,290,1,0,0,0,1,0,0,0,0
18129,F,PA,15216,152,21,9,59,203,262,5,0,1,2,0,1,1,0,0
18130,F,NJ,8755,87,17,15,25,125,150,2,0,0,2,0,0,0,0,0
18131,F,PA,19114,191,9,9,15,166,181,1,0,0,0,0,0,1,0,1
18132,F,PA,15108,151,13,7,25,126,151,2,1,0,1,0,0,0,0,0
18133,F,NY,11729,117,33,1,88,230,318,8,3,1,2,0,0,0,2,0
18134,M,MD,21085,210,37,9,62,37,99,5,0,1,0,1,0,2,1,1
18135,M,MD,21209,212,35,15,74,236,310,6,3,0,0,0,0,0,3,0
18136,F,NJ,7760,77,29,7,58,161,219,4,1,0,0,0,0,0,3,0
18137,M,NY,11797,117,13,9,27,26,53,2,0,0,0,1,1,0,0,0
18138,F,NY,11580,115,67,15,110,107,217,10,3,1,4,1,0,0,1,0
18139,M,PA,19130,191,59,27,117,280,397,11,3,1,3,2,1,1,0,0
18140,F,CT,6790,67,1,1,15,188,203,1,0,0,0,0,1,0,0,0
18141,F,CT,6385,63,1,1,15,89,104,1,0,0,0,0,0,1,0,0
18142,M,PA,17602,176,37,13,57,101,158,5,1,0,1,1,0,2,0,0
18143,F,NY,10950,109,37,11,87,138,225,7,1,0,1,0,0,2,3,1
18144,M,MD,21136,211,17,11,25,238,263,2,0,0,2,0,0,0,0,1
18145,F,NJ,7111,71,29,29,15,171,186,1,0,1,0,0,0,0,0,0
18146,M,NY,11429,114,29,23,25,141,166,2,0,0,2,0,0,0,0,0
18147,F,NJ,7481,74,31,11,47,239,286,4,0,1,2,0,0,1,0,0
18148,F,NJ,7304,73,11,11,15,278,293,1,0,0,0,0,0,0,1,0
18149,M,NY,11743,117,35,1,132,260,392,11,1,0,2,3,1,1,3,0
18150,F,NY,10709,107,19,19,15,298,313,1,0,0,0,0,0,1,0,0
18151,F,NJ,7753,77,17,11,29,285,314,2,0,0,0,0,1,0,1,0
18152,F,NY,11210,112,29,29,15,92,107,1,0,0,1,0,0,0,0,0
18153,F,NJ,7024,70,21,21,15,257,272,1,0,1,0,0,0,0,0,0
18154,M,PA,19518,195,9,3,25,101,126,2,0,1,1,0,0,0,0,0
18155,M,NY,11753,117,7,7,15,203,218,1,0,0,0,1,0,0,0,0
18156,F,PA,19047,190,3,1,29,181,210,2,0,0,1,0,0,0,1,0
18157,M,NJ,7641,76,21,15,27,162,189,2,0,0,1,0,1,0,0,0
18158,F,NJ,7066,70,37,9,105,226,331,9,1,1,2,2,0,1,2,0
18159,M,CT,6850,68,41,13,57,51,108,5,2,0,1,1,0,1,0,0
18160,F,MD,21208,212,25,21,23,238,261,2,2,0,0,0,0,0,0,0
18161,F,NY,11788,117,9,7,29,54,83,2,0,0,1,0,0,0,1,0
18162,F,NY,13057,130,27,13,47,135,182,4,2,0,1,0,0,0,1,0
18163,F,NY,11758,117,19,19,15,138,153,1,0,0,0,0,0,1,0,0
18164,M,NY,10463,104,11,11,15,94,109,1,0,0,0,0,1,0,0,0
18165,F,PA,19079,190,13,11,24,133,157,2,1,1,0,0,0,0,0,0
18166,F,NY,11218,112,27,11,54,68,122,5,1,3,0,0,0,1,0,0
18167,F,NY,11236,112,19,19,15,54,69,1,0,0,1,0,0,0,0,0
18168,F,NY,10552,105,27,23,25,106,131,2,1,0,1,0,0,0,0,0
18169,F,NY,14701,147,53,19,80,37,117,6,1,0,0,0,0,0,5,0
18170,F,NY,10708,107,13,3,40,156,196,3,1,0,0,0,1,1,0,0
18171,M,CT,6840,68,67,35,71,24,95,6,0,1,2,1,0,2,0,0
18172,M,NJ,8243,82,41,7,62,154,216,6,2,0,3,1,0,0,0,0
18173,F,MA,1532,15,9,1,25,87,112,2,0,0,2,0,0,0,0,0
18174,M,DE,19720,197,57,23,113,154,267,10,2,0,2,3,1,0,2,0
18175,F,NY,11228,112,25,25,15,51,66,1,0,0,0,0,1,0,0,0
18176,F,PA,19403,194,23,21,24,203,227,2,1,1,0,0,0,0,0,0
18177,M,PA,19342,193,7,3,28,181,209,2,0,0,1,0,0,1,0,0
18178,F,NY,12603,126,1,1,15,4,19,1,0,0,0,1,0,0,0,0
18179,F,NY,11422,114,1,1,15,75,90,1,1,0,0,0,0,0,0,0
18180,F,MA,1013,10,21,17,27,38,65,2,1,0,0,0,1,0,0,0
18181,M,PA,16057,160,71,11,121,267,388,11,4,1,2,2,2,0,0,0
18182,M,MD,21133,211,67,23,92,301,393,8,1,1,4,0,1,1,0,0
18183,M,NY,12054,120,81,9,137,216,353,12,2,1,5,1,0,3,0,0
18184,M,NY,11201,112,57,11,98,305,403,9,2,2,2,1,1,0,1,0
18185,F,NJ,7452,74,41,13,89,265,354,8,0,2,3,1,1,1,0,0
18186,F,NY,11223,112,45,3,98,47,145,8,2,0,1,1,0,2,2,0
18187,M,NJ,7305,73,35,3,64,209,273,6,0,2,3,1,0,0,0,0
18188,F,NJ,7847,78,5,3,26,41,67,2,1,0,0,1,0,0,0,0
18189,F,NJ,8884,88,29,7,114,132,246,10,2,1,1,1,1,1,3,0
18190,F,NY,11803,118,1,1,15,71,86,1,0,0,0,0,0,1,0,1
18191,F,PA,19061,190,1,1,15,108,123,1,0,0,1,0,0,0,0,0
18192,M,NJ,7077,70,25,23,26,228,254,2,0,0,1,1,0,0,0,0
18193,M,NJ,7666,76,9,5,28,42,70,2,1,0,0,0,0,1,0,0
18194,M,MD,20814,208,19,1,74,90,164,6,0,0,3,1,0,0,2,0
18195,F,PA,19067,190,33,15,92,90,182,8,2,0,2,1,2,0,1,0
18196,F,NJ,8053,80,13,9,25,251,276,2,1,0,1,0,0,0,0,0
18197,M,NJ,8859,88,73,23,118,212,330,10,1,1,0,4,1,1,2,0
18198,M,NJ,7003,70,57,15,121,161,282,11,3,2,3,3,0,0,0,0
18199,F,NY,10803,108,7,3,25,201,226,2,1,0,1,0,0,0,0,1
18200,F,NY,12211,122,49,11,81,251,332,7,1,0,4,1,1,0,0,0
18201,F,NH,3104,31,7,5,23,14,37,2,2,0,0,0,0,0,0,0
18202,F,MD,20850,208,49,15,92,265,357,8,3,0,0,1,2,2,0,0
18203,F,MA,1821,18,3,3,15,168,183,1,0,0,0,0,0,1,0,0
18204,M,NH,3813,38,41,13,72,19,91,6,1,1,1,1,0,1,1,0
18205,M,NY,11793,117,41,3,88,143,231,8,2,2,2,0,0,1,1,1
18206,M,NY,12522,125,11,7,29,297,326,2,0,0,1,0,0,0,1,0
18207,F,NY,11234,112,13,9,25,243,268,2,0,0,2,0,0,0,0,0
18208,F,NY,11217,112,9,5,23,150,173,2,2,0,0,0,0,0,0,0
18209,M,MD,21044,210,65,1,137,151,288,12,2,2,1,3,0,1,3,0
18210,F,MA,2332,23,47,7,81,273,354,7,2,0,2,1,0,1,1,0
18211,F,NJ,7059,70,23,9,33,199,232,3,2,0,1,0,0,0,0,0
18212,F,MD,21014,210,15,15,15,251,266,1,0,0,0,0,0,0,1,0
18213,F,NJ,7405,74,41,13,98,134,232,9,2,2,1,2,1,1,0,0
18214,F,NY,10021,100,15,13,29,243,272,2,0,0,0,0,1,0,1,0
18215,M,NJ,8103,81,17,15,26,298,324,2,0,0,1,1,0,0,0,0
18216,F,CT,6320,63,19,15,29,178,207,2,0,0,0,0,1,0,1,0
18217,F,NY,11692,116,1,1,15,59,74,1,0,0,0,0,0,1,0,1
18218,F,NJ,8724,87,21,21,15,238,253,1,0,1,0,0,0,0,0,0
18219,F,NY,10804,108,33,33,15,232,247,1,0,0,1,0,0,0,0,0
18220,M,NY,11596,115,51,3,123,281,404,11,1,2,2,3,1,0,2,0
18221,F,NY,12804,128,71,15,133,50,183,11,3,1,1,0,0,2,4,0
18222,M,NY,10021,100,11,5,25,226,251,2,0,0,2,0,0,0,0,0
18223,F,NY,11793,117,9,1,28,290,318,2,1,0,0,0,0,1,0,1
18224,F,MA,1960,19,13,7,28,83,111,2,0,0,0,0,1,1,0,1
18225,M,NY,10710,107,21,9,49,188,237,4,1,0,0,0,2,0,1,1
18226,F,MD,20902,209,7,7,15,13,28,1,0,0,1,0,0,0,0,0
18227,F,NJ,8805,88,17,9,28,35,63,2,0,0,1,0,0,1,0,0
18228,F,PA,17201,172,5,5,15,58,73,1,0,0,0,0,0,0,1,0
18229,F,NY,10956,109,15,15,15,96,111,1,0,0,1,0,0,0,0,0
18230,F,NY,11757,117,11,11,15,109,124,1,0,1,0,0,0,0,0,0
18231,M,NY,11558,115,43,13,78,306,384,7,2,1,2,0,1,0,1,0
18232,F,NY,11554,115,15,13,26,211,237,2,0,0,1,1,0,0,0,0
18233,M,NJ,8876,88,39,13,139,117,256,12,2,0,4,2,1,3,0,0
18234,M,ME,3910,39,9,9,15,290,305,1,0,0,0,0,0,1,0,0
18235,F,MD,21014,210,57,31,83,143,226,7,2,1,0,1,0,2,1,0
18236,M,PA,19403,194,39,7,88,160,248,7,0,1,2,0,0,2,2,1
18237,M,NY,10462,104,41,11,110,158,268,11,3,2,5,0,0,1,0,1
18238,M,NY,11937,119,25,5,108,77,185,9,1,1,2,0,1,2,2,1
18239,M,NY,10016,100,51,27,98,275,373,9,2,4,1,1,0,1,0,0
18240,F,NJ,8619,86,17,17,15,115,130,1,0,0,1,0,0,0,0,0
18241,F,NY,11415,114,25,25,15,267,282,1,0,0,1,0,0,0,0,0
18242,M,NJ,7666,76,37,13,84,94,178,7,0,1,2,2,0,0,2,0
18243,M,NJ,7067,70,15,3,56,239,295,5,2,1,0,1,0,1,0,0
18244,M,NY,14059,140,71,9,121,177,298,11,0,2,5,2,1,0,1,0
18245,M,NJ,7016,70,15,9,26,277,303,2,1,0,0,1,0,0,0,0
18246,F,MD,21209,212,37,5,80,54,134,8,3,0,4,1,0,0,0,0
18247,M,ME,3905,39,7,7,15,180,195,1,0,0,0,1,0,0,0,0
18248,F,NY,11566,115,7,7,15,203,218,1,1,0,0,0,0,0,0,0
18249,M,NY,11963,119,25,25,15,259,274,1,0,0,1,0,0,0,0,0
18250,F,MA,1757,17,21,13,23,81,104,2,2,0,0,0,0,0,0,0
18251,F,MD,21218,212,33,31,29,106,135,2,1,0,0,0,0,0,1,0
18252,M,NY,11788,117,17,17,15,288,303,1,0,0,0,1,0,0,0,0
18253,F,NY,11385,113,33,13,47,185,232,4,1,0,1,0,0,0,2,0
18254,M,PA,19134,191,11,7,25,213,238,2,1,0,1,0,0,0,0,0
18255,F,NY,11971,119,17,9,27,30,57,2,1,0,0,0,1,0,0,0
18256,F,NJ,7661,76,13,13,15,283,298,1,1,0,0,0,0,0,0,0
